Report Datetime,Game Datetime,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reasons
38,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),MEM@UTA,Utah Jazz,"Gay, Rudy",Out,Health and Safety Protocols
39,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),MEM@UTA,Utah Jazz,"Kessler, Walker",Out,Injury/Illness - N/A; Illlness
40,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),OKC@DAL,Dallas Mavericks,"Bertans, Davis",Out,Injury/Illness - Right Knee; Effusion
41,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),OKC@DAL,Dallas Mavericks,"McGee, JaVale",Out,Rest
42,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),OKC@DAL,Dallas Mavericks,"Ntilikina, Frank",Out,Injury/Illness - Right Ankle; Effusion
43,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),OKC@DAL,Oklahoma City Thunder,"Dieng, Ousmane",Available,-
44,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),OKC@DAL,Oklahoma City Thunder,"Giddey, Josh",Out,Injury/Illness - Right Ankle; Sprain
45,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),OKC@DAL,Oklahoma City Thunder,"Holmgren, Chet",Out,Injury/Illness - Right Foot; Surgery
46,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),OKC@DAL,Oklahoma City Thunder,"Waters III, Lindy",Available,-
47,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),OKC@DAL,Oklahoma City Thunder,"Williams, Jalen",Available,-
48,2022-10-29 21:30:00,2022-10-29 21:00:00,10/29/2022,09:00 (ET),OKC@DAL,Oklahoma City Thunder,"Williams, Jaylin",Available,-
49,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,LA Clippers,"Boston Jr., Brandon",Out,G League - On Assignment
50,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,LA Clippers,"Covington, Robert",Doubtful,Injury/Illness - Illness; non-covid
51,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,LA Clippers,"Diabate, Moussa",Out,G League - Two-Way
52,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,LA Clippers,"Leonard, Kawhi",Out,Injury/Illness - Right Knee; Injury Management
53,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,LA Clippers,"Preston, Jason",Out,G League - On Assignment
54,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,New Orleans Pelicans,"Daniels, Dyson",Out,Injury/Illness - Left Ankle; Sprain
55,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,New Orleans Pelicans,"Ingram, Brandon",Out,Injury/Illness - Concussion; Protocol
56,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,New Orleans Pelicans,"Jones, Herbert",Questionable,Injury/Illness - Right Knee; Hyperextension
57,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,New Orleans Pelicans,"Lewis Jr., Kira",Out,Injury/Illness - Right Knee; ACL Injury Recovery
58,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,New Orleans Pelicans,"Liddell, E.J.",Out,Injury/Illness - Right Knee; Injury Recovery
59,2022-10-29 21:30:00,2022-10-30 15:00:00,10/30/2022,03:00 (ET),NOP@LAC,New Orleans Pelicans,"Williamson, Zion",Questionable,Injury/Illness - Right Posterior Hip / Low Back; Contusion
60,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),GSW@DET,Detroit Pistons,"Bagley III, Marvin",Out,Injury/Illness - Right Knee; Sprain
61,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),GSW@DET,Detroit Pistons,"Boeheim, Buddy",Out,G League - Two-Way
62,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),GSW@DET,Detroit Pistons,"Burks, Alec",Out,Injury/Illness - Left Navicular; Fracture
63,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),NYK@CLE,Cleveland Cavaliers,"Garland, Darius",Out,Injury/Illness - Left Eye; Laceration
64,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),NYK@CLE,Cleveland Cavaliers,"Mobley, Isaiah",Out,G League - Two-Way
65,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),NYK@CLE,Cleveland Cavaliers,"Rubio, Ricky",Out,Injury/Illness - Left Knee; ACL Surgery
66,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),NYK@CLE,Cleveland Cavaliers,"Windler, Dylan",Out,Injury/Illness - Right Ankle; Sprain
67,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),NYK@CLE,New York Knicks,"Grimes, Quentin",Out,Injury/Illness - Left Foot; sore
68,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),WAS@BOS,Boston Celtics,"Brogdon, Malcolm",Questionable,Injury/Illness - Right Low Back; Stiffness
69,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),WAS@BOS,Boston Celtics,"Davison, JD",Out,G League - Two-Way
70,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),WAS@BOS,Boston Celtics,"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair
71,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),WAS@BOS,Boston Celtics,"Kabengele, Mfiondu",Out,G League - Two-Way
72,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),WAS@BOS,Boston Celtics,"Williams III, Robert",Out,Injury/Illness - Left Knee; Surgery
73,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),WAS@BOS,Washington Wizards,"Kispert, Corey",Out,Injury/Illness - Left Ankle; Left ankle sprain
74,2022-10-29 21:30:00,2022-10-30 18:00:00,10/30/2022,06:00 (ET),WAS@BOS,Washington Wizards,"Wright, Delon",Out,Injury/Illness - Right Hamstring; Right hamstring strain
75,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Minnesota Timberwolves,"Anderson, Kyle",Questionable,Injury/Illness - Back; Spasms
76,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Minnesota Timberwolves,"Garza, Luka",Out,G League - Two-Way
77,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Minnesota Timberwolves,"McLaughlin, Jordan",Questionable,Injury/Illness - Right Heel; Soreness
78,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Minnesota Timberwolves,"Minott, Josh",Out,G League - On Assignment
79,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Minnesota Timberwolves,"Moore Jr., Wendell",Out,G League - On Assignment
80,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,San Antonio Spurs,"Barlow, Dominick",Out,G League - Two-Way
81,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,San Antonio Spurs,"Bassey, Charles",Out,G League - Two-Way
82,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,San Antonio Spurs,"Richardson, Josh",Questionable,Injury/Illness - Low Back; Tightness
83,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,San Antonio Spurs,"Vassell, Devin",Out,Injury/Illness - Left Knee; Soreness
84,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Orlando Magic,"Anthony, Cole",Out,Injury/Illness - Right Internal Oblique; Injury
85,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Orlando Magic,"Fultz, Markelle",Out,Injury/Illness - Left Big Toe; Fracture
86,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Orlando Magic,"Harris, Gary",Out,Injury/Illness - Left Knee; Injury Recovery
87,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Orlando Magic,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury Recovery
88,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Orlando Magic,"Suggs, Jalen",Out,Injury/Illness - Right Ankle; Sprain
89,2022-10-29 21:30:00,2022-10-30 19:00:00,10/30/2022,07:00 (ET),MIN@SAS,Orlando Magic,"Wagner, Moritz",Out,Injury/Illness - Right Midfoot; Sprain
90,2022-10-29 21:30:00,2022-10-30 21:00:00,10/30/2022,09:00 (ET),HOU@PHX,Houston Rockets,"Days, Darius",Out,G League - Two-Way
91,2022-10-29 21:30:00,2022-10-30 21:00:00,10/30/2022,09:00 (ET),HOU@PHX,Houston Rockets,"Fernando, Bruno",Out,Injury/Illness - Left Knee; Soreness
92,2022-10-29 21:30:00,2022-10-30 21:00:00,10/30/2022,09:00 (ET),HOU@PHX,Houston Rockets,"Gordon, Eric",Out,Injury/Illness - Right Groin; Injury Maintenance
93,2022-10-29 21:30:00,2022-10-30 21:00:00,10/30/2022,09:00 (ET),HOU@PHX,Houston Rockets,"Smith Jr., Jabari",Questionable,Injury/Illness - Right Ankle; Sprain
94,2022-10-29 21:30:00,2022-10-30 21:00:00,10/30/2022,09:00 (ET),HOU@PHX,Houston Rockets,"Washington Jr., TyTy",Out,Injury/Illness - Left Knee; Sprain
95,2022-10-29 21:30:00,2022-10-30 21:00:00,10/30/2022,09:00 (ET),HOU@PHX,Phoenix Suns,"Ayton, Deandre",Out,Injury/Illness - Left Ankle; Sprain
96,2022-10-29 21:30:00,2022-10-30 21:00:00,10/30/2022,09:00 (ET),HOU@PHX,Phoenix Suns,"Crowder, Jae",Out,Not With Team
97,2022-10-29 21:30:00,2022-10-30 21:00:00,10/30/2022,09:00 (ET),HOU@PHX,Phoenix Suns,"Wainright, Ish",Out,Injury/Illness - Low Back; Pain
98,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Denver Nuggets,"Caldwell-Pope, Kentavious",Questionable,Injury/Illness - Left Ankle; Sprain
99,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Denver Nuggets,"Gillespie, Collin",Out,Injury/Illness - Right Lower Leg; Fracture
100,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Denver Nuggets,"Reed, Davon",Questionable,Personal Reasons
101,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Los Angeles Lakers,"Bryant, Thomas",Out,Injury/Illness - Left UCL; Repair
102,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Los Angeles Lakers,"Davis, Anthony",Questionable,Injury/Illness - Low Back; Tightness
103,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Los Angeles Lakers,"James, LeBron",Probable,Injury/Illness - Left Foot; Soreness
104,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Los Angeles Lakers,"Pippen Jr., Scotty",Out,G League - Two-Way
105,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Los Angeles Lakers,"Schroder, Dennis",Out,Injury/Illness - Right UCL; Repair
106,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Los Angeles Lakers,"Swider, Cole",Out,G League - Two-Way
107,2022-10-29 21:30:00,2022-10-30 21:30:00,10/30/2022,09:30 (ET),DEN@LAL,Los Angeles Lakers,"Toscano-Anderson, Juan",Questionable,Injury/Illness - Left Ankle; Sprain
0,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),ATL@DET,Atlanta Hawks,"Bogdanovic, Bogdan",Out,Injury/Illness - Right Knee; Injury Recovery
1,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),ATL@DET,Detroit Pistons,"Bagley III, Marvin",Out,Injury/Illness - Right Knee; Sprain
2,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),ATL@DET,Detroit Pistons,"Boeheim, Buddy",Out,G League - Two-Way
3,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),ATL@DET,Detroit Pistons,"Burks, Alec",Out,Injury/Illness - Left Navicular; Fracture
4,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),ATL@DET,Detroit Pistons,"Ivey, Jaden",Questionable,Injury/Illness - Illness; Non-Covid
5,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),ATL@DET,Detroit Pistons,"Key, Braxton",Out,G League - Two-Way
6,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),CHA@ORL,Charlotte Hornets,"Ball, LaMelo",Out,Injury/Illness - Left Ankle; Sprain
7,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),CHA@ORL,Charlotte Hornets,"Martin, Cody",Doubtful,Injury/Illness - Left Quad; Soreness
8,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),CHA@ORL,Charlotte Hornets,"Rozier, Terry",Doubtful,Injury/Illness - Right Ankle; Sprain
9,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),CHA@ORL,Orlando Magic,"Anthony, Cole",Out,Injury/Illness - Right Internal Oblique; Injury
10,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),CHA@ORL,Orlando Magic,"Fultz, Markelle",Out,Injury/Illness - Left Big Toe; Fracture
11,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),CHA@ORL,Orlando Magic,"Harris, Gary",Out,Injury/Illness - Left Knee; Injury recovery
12,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),CHA@ORL,Orlando Magic,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury recovery
13,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),CHA@ORL,Orlando Magic,"Suggs, Jalen",Out,Injury/Illness - Right Ankle; Sprain
14,2022-10-28 17:30:00,2022-10-28 19:00:00,10/28/2022,07:00 (ET),CHA@ORL,Orlando Magic,"Wagner, Moritz",Out,Injury/Illness - Right Midfoot; Sprain
15,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),CLE@BOS,Boston Celtics,"Davison, JD",Out,G League - Two-Way
16,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),CLE@BOS,Boston Celtics,"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair
17,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),CLE@BOS,Boston Celtics,"Kabengele, Mfiondu",Out,G League - Two-Way
18,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),CLE@BOS,Boston Celtics,"Williams III, Robert",Out,Injury/Illness - Left Knee; Surgery
19,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),CLE@BOS,Boston Celtics,"Williams, Grant",Out,League Suspension
20,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),CLE@BOS,Cleveland Cavaliers,"Garland, Darius",Out,Injury/Illness - Left Eye; Laceration
21,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),CLE@BOS,Cleveland Cavaliers,"Mobley, Isaiah",Out,G League - Two-Way
22,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),CLE@BOS,Cleveland Cavaliers,"Rubio, Ricky",Out,Injury/Illness - Left Knee; ACL Surgery
23,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),CLE@BOS,Cleveland Cavaliers,"Windler, Dylan",Out,Injury/Illness - Right Ankle; Sprain
24,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),IND@WAS,Indiana Pacers,"Brown, Kendall",Out,G League - Two-Way
25,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),IND@WAS,Indiana Pacers,"Queen, Trevelin",Out,G League - Two-Way
26,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),IND@WAS,Indiana Pacers,"Theis, Daniel",Out,Injury/Illness - Right Knee; Sore
27,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),IND@WAS,Washington Wizards,"Kispert, Corey",Out,Injury/Illness - Left Ankle; Left ankle sprain
28,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),IND@WAS,Washington Wizards,"Wright, Delon",Out,Injury/Illness - Right Hamstring; Right hamstring strain
29,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),PHI@TOR,Philadelphia 76ers,"Champagnie, Julian",Out,G League - Two-Way
30,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),PHI@TOR,Philadelphia 76ers,"Embiid, Joel",Questionable,Injury/Illness - Right Knee; Injury Recovery
31,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),PHI@TOR,Philadelphia 76ers,"Foster Jr., Michael",Out,G League - Two-Way
32,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),PHI@TOR,Toronto Raptors,"Dowtin, Jeff",Out,G League - Two-Way
33,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),PHI@TOR,Toronto Raptors,"Harper Jr., Ron",Out,G League - Two-Way
34,2022-10-28 17:30:00,2022-10-28 19:30:00,10/28/2022,07:30 (ET),PHI@TOR,Toronto Raptors,"Porter Jr., Otto",Out,Personal Reasons
35,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Los Angeles Lakers,"Bryant, Thomas",Out,Injury/Illness - Left Ucl; Repair
36,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Los Angeles Lakers,"Davis, Anthony",Questionable,Injury/Illness - Low Back; Tightness
37,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Los Angeles Lakers,"James, LeBron",Probable,Injury/Illness - Left Foot; Soreness
38,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Los Angeles Lakers,"Pippen Jr., Scotty",Out,G League - Two-Way
39,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Los Angeles Lakers,"Schroder, Dennis",Out,Injury/Illness - Right Ucl; Repair
40,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Los Angeles Lakers,"Swider, Cole",Out,G League - Two-Way
41,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Los Angeles Lakers,"Toscano-Anderson, Juan",Out,Injury/Illness - Left Ankle; Sprain
42,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Los Angeles Lakers,"Westbrook, Russell",Probable,Injury/Illness - Left Hamstring; Soreness
43,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Minnesota Timberwolves,"Anderson, Kyle",Questionable,Injury/Illness - Back; Spasms
44,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Minnesota Timberwolves,"Garza, Luka",Out,G League - Two-Way
45,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Minnesota Timberwolves,"Minott, Josh",Out,G League - On Assignment
46,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),LAL@MIN,Minnesota Timberwolves,"Moore Jr., Wendell",Out,G League - On Assignment
47,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),NYK@MIL,Milwaukee Bucks,"Connaughton, Pat",Out,Injury/Illness - Right Calf; Strain
48,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),NYK@MIL,Milwaukee Bucks,"Green, A.J.",Out,G League - Two-Way
49,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),NYK@MIL,Milwaukee Bucks,"Ingles, Joe",Out,Injury/Illness - Left Knee; ACL Surgery
50,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),NYK@MIL,Milwaukee Bucks,"Middleton, Khris",Out,Injury/Illness - Left Wrist; Ligament Surgery
51,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),NYK@MIL,New York Knicks,"Grimes, Quentin",Out,Injury/Illness - Left Foot; Sore
52,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),NYK@MIL,New York Knicks,"Hunt, Feron",Out,G League - Two-Way
53,2022-10-28 17:30:00,2022-10-28 20:00:00,10/28/2022,08:00 (ET),NYK@MIL,New York Knicks,"Keels, Trevor",Out,G League - Two-Way
54,2022-10-28 17:30:00,2022-10-28 20:30:00,10/28/2022,08:30 (ET),CHI@SAS,Chicago Bulls,"Antetokounmpo, Kostas",Out,G League - Two-Way
55,2022-10-28 17:30:00,2022-10-28 20:30:00,10/28/2022,08:30 (ET),CHI@SAS,Chicago Bulls,"Ball, Lonzo",Out,Injury/Illness - Left Knee; Surgery
56,2022-10-28 17:30:00,2022-10-28 20:30:00,10/28/2022,08:30 (ET),CHI@SAS,Chicago Bulls,"LaVine, Zach",Questionable,Injury/Illness - Left Knee; Injury Management
57,2022-10-28 17:30:00,2022-10-28 20:30:00,10/28/2022,08:30 (ET),CHI@SAS,Chicago Bulls,"Simonovic, Marko",Out,G League - On Assignment
58,2022-10-28 17:30:00,2022-10-28 20:30:00,10/28/2022,08:30 (ET),CHI@SAS,San Antonio Spurs,"Barlow, Dominick",Out,G League - Two-Way
59,2022-10-28 17:30:00,2022-10-28 20:30:00,10/28/2022,08:30 (ET),CHI@SAS,San Antonio Spurs,"Bassey, Charles",Out,G League - Two-Way
60,2022-10-28 17:30:00,2022-10-28 20:30:00,10/28/2022,08:30 (ET),CHI@SAS,San Antonio Spurs,"Primo, Joshua",Out,Injury/Illness - Left Glute; Soreness
61,2022-10-28 17:30:00,2022-10-28 20:30:00,10/28/2022,08:30 (ET),CHI@SAS,San Antonio Spurs,"Vassell, Devin",Out,Injury/Illness - Left Knee; Soreness
62,2022-10-28 17:30:00,2022-10-28 21:00:00,10/28/2022,09:00 (ET),UTA@DEN,Denver Nuggets,"Caldwell-Pope, Kentavious",Questionable,Injury/Illness - Left Ankle; Sprain
63,2022-10-28 17:30:00,2022-10-28 21:00:00,10/28/2022,09:00 (ET),UTA@DEN,Denver Nuggets,"Gillespie, Collin",Out,Injury/Illness - Right Lower Leg; Fracture
64,2022-10-28 17:30:00,2022-10-28 21:00:00,10/28/2022,09:00 (ET),UTA@DEN,Denver Nuggets,"Porter Jr., Michael",Questionable,Injury/Illness - Lumbar Spine; Injury Management
65,2022-10-28 17:30:00,2022-10-28 21:00:00,10/28/2022,09:00 (ET),UTA@DEN,Denver Nuggets,"Reed, Davon",Questionable,Personal Reasons
66,2022-10-28 17:30:00,2022-10-28 21:00:00,10/28/2022,09:00 (ET),UTA@DEN,Utah Jazz,"Fontecchio, Simone",Out,Health and Safety Protocols
67,2022-10-28 17:30:00,2022-10-28 21:00:00,10/28/2022,09:00 (ET),UTA@DEN,Utah Jazz,"Gay, Rudy",Out,Health and Safety Protocols
68,2022-10-28 17:30:00,2022-10-28 21:00:00,10/28/2022,09:00 (ET),UTA@DEN,Utah Jazz,"Juzang, Johnny",Out,G League - Two-Way
69,2022-10-28 17:30:00,2022-10-28 21:00:00,10/28/2022,09:00 (ET),UTA@DEN,Utah Jazz,"Kessler, Walker",Questionable,Injury/Illness - N/A; illness
70,2022-10-28 17:30:00,2022-10-28 21:00:00,10/28/2022,09:00 (ET),UTA@DEN,Utah Jazz,"Sexton, Collin",Questionable,Injury/Illness - Left Oblique; Contusion
71,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),HOU@POR,Houston Rockets,"Days, Darius",Out,G League - Two-Way
72,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),HOU@POR,Houston Rockets,"Fernando, Bruno",Out,Injury/Illness - Left Knee; Soreness
73,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),HOU@POR,Houston Rockets,"Porter Jr., Kevin",Probable,Injury/Illness - Right Quad; Contusion
74,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),HOU@POR,Houston Rockets,"Sengun, Alperen",Probable,Injury/Illness - Illness; Illness
75,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),HOU@POR,Houston Rockets,"Washington Jr., TyTy",Out,Injury/Illness - Left Knee; Sprain
76,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),HOU@POR,Portland Trail Blazers,"Lillard, Damian",Out,Injury/Illness - Right Calf; Strain
77,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),HOU@POR,Portland Trail Blazers,"Payton II, Gary",Out,Return to Competition Reconditioning
78,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),HOU@POR,Portland Trail Blazers,"Sarr, Olivier",Out,Injury/Illness - Right Wrist; Sprain
79,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),HOU@POR,Portland Trail Blazers,"Watford, Trendon",Out,Injury/Illness - Right Hip; Flexor Strain
80,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),NOP@PHX,New Orleans Pelicans,"Alvarado, Jose",Questionable,Injury/Illness - Low Back; Spasms
81,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),NOP@PHX,New Orleans Pelicans,"Daniels, Dyson",Questionable,Injury/Illness - Left Ankle; Sprain
82,2022-10-28 17:30:00,2022-10-28 22:00:00,10/28/2022,10:00 (ET),NOP@PHX,New Orleans Pelicans,"Ingram, Brandon",Out,Injury/Illness - Concussion; Protocols
